text,label,label_id
Street lights on Faizabad Road road have been off since morning. Night travel unsafe.,medium,1
near the main market ke paas paani ki pipe phut gayi. Sadak par paani bhar gaya. Residents are very concerned.,high,2
Raw sewage on road near Hazratganj for 2 days. Children falling sick.,high,2
Road has partially collapsed near Vibhuti Khand. Heavy vehicles cannot pass.,high,2
Street lights on Sultanpur Road road have been off since morning. Night travel unsafe,medium,1
Large dangrous pothole near near the main market has,high,2
Waterlogging near Nishatganj for a week. Road is difficult to cross on foot.,medium,1
Water supply to entire sector cut near Thakurganj since yesterday. Hospital affected.,critical,3
Mahanagar mein for a week se bijli nahi hai raat ko. Log pareshan hain. No response to previous complaints.,medium,1
Small puddle near Faizabad Road. No major inconvenience. Jaldi kuch karo please.,low,0
Telibagh ke paas thoda paani bhara baarish ke baad. Jald saaf ho jaata hai.,low,0
Indira Nagar ke paas kachra thoda zyada ho,low,0
Alambagh mein since last night se bijli nahi hai raat ko. Log pareshan hain.,medium,1
Hazratganj ke paas building ki diwar mein dararein badh rahi hain. Residents are very concerned.,medium,1
Mild smell from drain near Kanpur Road. Not a major issue yet.,low,0
Water supply disrupted near Civil Lines since last night.,medium,1
Mild smell from drain near Sector 14. Not a major issue yet.,low,0
Again reporting: Road has partially collapsed near Jankipuram. Heavy vehicles cannot pass,high,2
Street light near behind the bus stand is flickering. Still partially working,low,0
A pothole has developed near Civil Lines. Vehicles are slowing down and swerving. Daily inconvenience for everyone.,medium,1
Gomti Nagar ke paas diwar mein thodi si darar aa gayi. Koi khatre ki baat nahi.,low,0
Mild smell from drain near Civil Lines. Not a major issue yet. Daily inconvenience for everyone.,low,0
Sewage pipeline burst near Aminabad. Entire area flooded with waste water.,critical,3
Again reporting: High voltage pole fallen on road near Telibagh. Multiple people injured.,critical,3
Building collapsed near Chowk. People trapped under debris. URGENT.,critical,3
Dustbin near Faizabad Road slightly overflowing. Needs cleaning,low,0
Flash flood near Hazratganj. Entire street submerged. People stranded on rooftops.,critical,3
Road has partially collapsed near Aliganj. Heavy vehicles cannot pass.,high,2
Sewage overflowing into residential area near Nishatganj. Health risk. Daily inconvenience for everyone.,high,2
Street lights on near the main market road have been off for 2 days. Night travel unsafe. No response to previous complaints.,medium,1
High voltage pole fallen on road near Sultanpur Road. Multiple people injured,critical,3
Flash flood near Mahanagar. Entire street submerged.,critical,3
Pipe leakng near Mahanagar since last night. Water,medium,1
Telibagh ke paas building ki diwar mein dararein badh rahi hain.,medium,1
Aliganj ke paas nali jam gayi. Badboo aa rahi hai. Log pareshan hain. This has been reported before with no action.,medium,1
Live wire on ground near Chinhat. One person,critical,3
Chinhat mein paani since morning se nahi aa raha. Log tank se kaam chala rahe hain.,medium,1
Building colapsed near Faizabad Road. People trapped under debris. URGENT.,critical,3
A pothole has developed near Kanpur Road. Vehicles are slowing down and swerving.,medium,1
Alambagh ke paas diwar gir gayi. Rasta block ho gaya hai.,high,2
ROAD COMPLETELY COLLAPSED NEAR HAZRATGANJ. SINKHOLE FORMED. AREA CORDONED OFF.,critical,3
Power outage near Vibhuti Khand for a week. Residents and shops affected.,medium,1
Electricity pole tilting dangerously near Mahanagar. Could fall any time.,high,2
Faizabad Road ke paas paani ki pipe phut gayi. Sadak par paani bhar gaya.,high,2
Live wire on ground near Faizabad Road. One person already got shock. Emergency.,critical,3
Minor pipe leak near Kanpur Road. Small puddle forming.,low,0
Bridge near Alambagh has developed serious cracks. Load limit exceeded. Jaldi kuch karo please.,high,2
Again reporting: Small crack visible on boundary wall near Sector 14. No immediate danger.,low,0
Bridge near Sultanpur Road has developed serious cracks. Load limit exceeded,high,2
Exposed live wires hanging near Telibagh footpath after storm. Very dangerous.,high,2
Waterlogging near near the main market since last night. Road is difficult to cross on foot.,medium,1
Civil Lines ke paas imarat gir gayi. Log malaabe mein phanse hain. MADAD CHAHIYE. Please look into this.,critical,3
Mild smell from drain near Rajajipuram. Not a major issue yet.,low,0
Chowk mein paani for a week se nahi aa raha. Log tank se kaam chala rahe hain,medium,1
Live wire on ground near Civil Lines. One person already got shock. Emergency.,critical,3
Again reporting: Gomti Nagar mein for 2 days se paani bhara hua hai. Logon ko dikkat ho rahi hai. No response to previous complaints.,medium,1
A pothole has developed near Aminabad. Vehicles are slowing down and swerving.,medium,1
BEHIND THE BUS STAND MEIN PAANI GHAR MEIN GHUS RAHA HAI. KAFI FAMILIES AFFECTED HAIN.,high,2
Boundary wall near Nishatganj leaning slightly. Could be unsafe in rain.,medium,1
Boundary wall near behind the bus stand leaning slightly. Could be unsafe in rain.,medium,1
Water supply to entire sector cut near near the main market since morning. Hospital affected. Please look into this.,critical,3
One streetlight out near Sector 14. Area still lit by other lights,low,0
Major road collapse near Thakurganj. Multiple vehicles stuck. Emergency.,critical,3
Again reporting: Civil Lines ke paas sadak mein gaddha ho gaya.,medium,1
Paint peeling from bridge wall near Gomti Nagar. Structural check needed.,low,0
Road damage near Alambagh is getting worse. Two-wheelers at risk at night.,medium,1
Small crack visible on boundary wall near Rajajipuram. No immediate danger.,low,0
LARGE SECTION OF WALL COLLAPSED NEAR THAKURGANJ. ROAD PARTIALLY BLOCKED.,high,2
Severe waterlogging near Mahanagar. Water entering ground floor shops and homes. Please look into this.,high,2
Alambagh ke paas sadak mein gaddha ho gaya. Gaadiyaan slow ho rahi hain. Jaldi kuch karo please.,medium,1
Waterlogging near Aliganj for a week. Road is difficult to cross on foot.,medium,1
Chinhat ke paas paani ki pipe phut gayi. Sadak par paani bhar gaya.,high,2
Small puddle near Chinhat. No major inconvenience.,low,0
Aliganj ke paas building ki diwar mein dararein badh rahi hain. Kindly take action.,medium,1
Raw sewage on road near Hazratganj since last night. Children falling sick.,high,2
Pipe leaking near Vibhuti Khand for 2 days. Water wasted and road wet. No response to previous complaints.,medium,1
Aliganj ke paas bijli ka khamba jhuk gaya hai. Bahut khatarnak hai. No response to previous complaints.,high,2
Nishatganj ke paas sadak mein gaddha ho gaya. Gaadiyaan slow ho rahi hain.,medium,1
Pipe leaking near Kanpur Road for 2 days. Water wasted and road wet.,medium,1
There is a small crack on the road near behind the,low,0
Street light near Aliganj is flickering. Still partially working,low,0
Live wire on ground near Thakurganj. One person already got shock. Emergency.,critical,3
Raw sewage on road near Faizabad Road for 2 days. Children falling sick. Jaldi kuch karo please,high,2
Again reporting: Street lights on Gomti Nagar road have been off for a week. Night travel unsafe. Residents are very concerned.,medium,1
Dustbin near Jankipuram slightly overflowing. Needs cleaning. Residents are very concerned.,low,0
Thakurganj ke paas bijli ka khamba jhuk gaya hai. Bahut khatarnak hai,high,2
Floodwater near Hazratganj blocking main road since last night. Vehicles stranded.,high,2
Sewage overflowing into residential area near,high,2
Minor road damage near Alambagh. Vehicles passing without issue.,low,0
A pothole has developed near Gomti Nagar. Vehicles are slowing down and swerving. Please look into this,medium,1
Sadak par ek chota sa gaddha hai Alambagh ke paas. Abhi koi accident nahi hua.,low,0
behind the bus stand ke paas thoda paani bhara baarish ke,low,0
Power outage near Civil Lines since morning. Residents and shops affected.,medium,1
Street lights on Telibagh road have been off for 2 days. Night travel unsafe.,medium,1
Road damage near Vibhuti Khand is getting worse. Two-wheelers at risk at night.,medium,1
behind the bus stand mein paani since morning se nahi aa raha. Log tank se kaam chala rahe hain. No response to previous complaints,medium,1
Minor pipe leak near Gomti Nagar. Small puddle forming.,low,0
"Road completely collapsed near Kanpur Road. Sinkhole formed. Area cordoned off. Pehle bhi complaint ki thi, koi action nahi.",critical,3
Again reporting: Sultanpur Road ke paas ek light thodi weak ho gayi hai. Kaam chal raha hai.,low,0
Faizabad Road mein paani for 2 days se nahi aa raha. Log tank se kaam chala rahe hain.,medium,1
Building collapsed near Vibhuti Khand. People trapped under debris. URGENT,critical,3
Flash flood near Sultanpur Road. Entire street submerged. People stranded on rooftops.,critical,3
Raw sewage on road near Kanpur Road since last,high,2
Sewage pipeline burst near Faizabad Road. Entire area flooded with waste water.,critical,3
Floodwater near Gomti Nagar blocking main road for,high,2
Electricity pole tilting dangerously near behind the bus stand. Could fall any time.,high,2
Road has partially collapsed near Rajajipuram. Heavy vehicles cannot,high,2
Again reporting: Aliganj mein sewage overflow ho raha hai. Ghar mein ghus raha hai.,high,2
Mild smell from drain near Mahanagar. Not a major issue yet. Please look into this.,low,0
Large dangerous pothole near Thakurganj has caused 2 accidents this week.,high,2
Sewage overflowing into residential area near Kanpur Road. Health risk.,high,2
Aminabad ke paas building ki diwar mein dararein badh rahi hain. Daily inconvenience for everyone.,medium,1
Indira Nagar ke paas sewage pipe phut gayi. Poora area contaminated. This has been reported before with no action,critical,3
Chinhat mein badi baadhh aayi. Log chhat par hain. Rescue ki zaroorat hai.,critical,3
Water supply disrupted near Vibhuti Khand for 2 days. Residents managing with stored water.,medium,1
One streetlight out near Jankipuram. Area still lit by other lights.,low,0
High voltage pole fallen on road near Sultanpur,critical,3
Flash flood near Aminabad. Entire street submerged. People stranded on rooftops. No response to previous complaints,critical,3
Drain clogged near Civil Lines. Sewage smell affecting nearby residents.,medium,1
Chinhat mein paani since morning se nahi aa raha. Log tank,medium,1
behind the bus stand ke paas thoda paani bhara baarish ke baad. Jald saaf ho jaata hai.,low,0
Thakurganj ke paas nali jam gayi. Badboo aa rahi hai. Log pareshan hain.,medium,1
Small crack visible on boundary wall near,low,0
Large section of wall collapsed near Telibagh. Road partially blocked.,high,2
Mahanagar ke paas building ki diwar mein dararein badh rahi hain.,medium,1
Nishatganj ke paas bijli ka khamba jhuk gaya hai. Bahut khatarnak hai.,high,2
"Boundary wall near Chinhat leaning slightly. Could be unsafe in rain. Pehle bhi complaint ki thi, koi action nahi.",medium,1
Mahanagar mein badi baadhh aayi. Log chhat par hain. Rescue ki zaroorat hai. Please look into this.,critical,3
Building collapsed near Gomti Nagar. People trapped under debris. URGENT.,critical,3
Bridge near Chinhat has developed serious cracks. Load limit exceeded.,high,2
"Chinhat ke paas sadak poori tarah dhaas gayi. Bada sinkhole ban gaya. Pehle bhi complaint ki thi, koi action nahi.",critical,3
Flood water 4 feet high near Mahanagar. Elderly and children trapped. Help needed now. No response to previous complaints,critical,3
Sector 14 ke paas ek light thodi weak ho gayi hai. Kaam chal raha hai.,low,0
LARGE SECTION OF WALL COLLAPSED NEAR SULTANPUR ROAD. ROAD PARTIALLY BLOCKED.,high,2
Waterlogging near Indira Nagar since yesterday. Road is difficult to cross on foot. This has been reported before with no action.,medium,1
Rajajipuram ke paas ek light thodi weak ho gayi hai. Kaam chal raha hai.,low,0
Again reporting: Minor pipe leak near Rajajipuram. Small puddle forming.,low,0
Water supply disrupted near Chinhat since yesterday. Residents managing with stored water.,medium,1
Small crack visible on boundary wall near Sector 14. No immediate danger.,low,0
"Severe waterlogging near near the main market. Water entering ground floor shops and homes. Pehle bhi complaint ki thi, koi action nahi",high,2
Water supply disrupted near Chowk for 2 days. Residents managing with stored water. Kindly take action.,medium,1
Drainage blocked near behind the bus stand. Water standing on road after every rain.,medium,1
Pipe leaking near Sector 14 since last night. Water wasted and road wet,medium,1
Again reporting: Dustbin near Hazratganj slightly overflowing. Needs cleaning.,low,0
Again reporting: Paint peeling from bridge wall near Indira Nagar. Structural check needed.,low,0
Waterlogging near Sector 14 since morning. Road is difficult to cross on foot.,medium,1
ALIGANJ KE PAAS BIJLI KA KHAMBA JHUK GAYA HAI. BAHUT KHATARNAK HAI. PLEASE LOOK INTO THIS.,high,2
behind the bus stand mein for a week se bijli nahi hai raat ko. Log pareshan hain. Residents are very concerned.,medium,1
Drain clogged near Sultanpur Road. Sewage smell affecting nearby residents. Daily inconvenience for everyone.,medium,1
Vibhuti Khand ke paas bada gaddha hai. Is hafte 2 accident ho chuke hain.,high,2
There is a small crack on the road near Vibhuti Khand. Not affecting traffic yet,low,0
There is a small crack on the road near Vibhuti Khand. Not affecting traffic yet.,low,0
Waterlogging near behind the bus stand since morning. Road is,medium,1
Paint peeling from bridge wall near Gomti Nagar. Structural check needed.,low,0
Water supply disrupted near Chowk for a week. Residents managing with stored water.,medium,1
Major road collapse near Mahanagar. Multiple vehicles stuck. Emergency. Please look into this.,critical,3
Civil Lines ke paas paani ki pipe phut gayi. Sadak par paani bhar gaya.,high,2
School roof collapsed near Gomti Nagar. Students were inside. Rescue needed.,critical,3
Aliganj ke paas sewage pipe phut gayi. Poora area,critical,3
Main water pipe burst near Rajajipuram. Road flooded. Supply cut to 200 homes. Kindly take action,high,2
"A pothole has developed near Aliganj. Vehicles are slowing down and swerving. Pehle bhi complaint ki thi, koi action nahi.",medium,1
Alambagh mein since last night se paani bhara hua hai. Logon ko dikkat ho rahi hai.,medium,1
Kanpur Road ke paas sadak poori tarah dhaas gayi. Bada sinkhole ban gaya.,critical,3
Aminabad mein badi baadhh aayi. Log chhat par hain. Rescue ki zaroorat hai.,critical,3
"Boundary wall near Kanpur Road leaning slightly. Could be unsafe in rain. Pehle bhi complaint ki thi, koi action nahi.",medium,1
Small puddle near Civil Lines. No major inconvenience.,low,0
Again reporting: Cracks developing on road overpass near Jankipuram. Needs inspection.,medium,1
Aminabad ke paas nali jam gayi. Badboo aa rahi hai. Log pareshan hain.,medium,1
Minor road damage near Rajajipuram. Vehicles passing without issue.,low,0
Garbage not collected from Sultanpur Road for a week. Smell and flies increasing.,medium,1
Main water pipe burst near Chowk. Road flooded. Supply cut to 200 homes.,high,2
Drain clogged near Thakurganj. Sewage smell affecting nearby residents.,medium,1
Building collapsed near Vibhuti Khand. People trapped under debris.,critical,3
Major sewage overflow near near the main market. Cholera risk. Immediate action needed. Please look into this.,critical,3
Road completely collapsed near Faizabad Road. Sinkhole formed. Area cordoned off.,critical,3
Sadak par ek chota sa gaddha hai Chowk ke paas. Abhi koi accident nahi hua.,low,0
Vibhuti Khand mein since morning se paani bhara hua hai. Logon ko dikkat ho rahi hai.,medium,1
Sewage overflowing into residential area near Aliganj. Health risk.,high,2
Sultanpur Road ke paas thoda paani bhara baarish ke baad. Jald saaf ho jaata hai.,low,0
Paint peeling from bridge wall near Aliganj. Structural check needed. Jaldi kuch karo please.,low,0
Alambagh mein badi baadhh aayi. Log chhat par hain. Rescue ki zaroorat hai,critical,3
Kanpur Road ke paas kachra thoda zyada ho gaya. Saaf karna chahiye. Kindly take action.,low,0
Minor waterlogging near Kanpur Road after rain. Clears within an,low,0
Mild smell from drain near Faizabad Road. Not a major issue yet,low,0
Sultanpur Road ke paas sewage pipe phut gayi. Poora area contaminated. Jaldi kuch karo please.,critical,3
Hazratganj ke paas sadak mein gaddha ho gaya. Gaadiyaan slow ho,medium,1
There is a small crack on the road near Gomti,low,0
AGAIN REPORTING: SEVERE WATERLOGGING NEAR BEHIND THE BUS STAND. WATER ENTERING GROUND FLOOR SHOPS AND HOMES.,high,2
Small crack visible on boundary wall near Thakurganj. No immediate danger.,low,0
Sewage pipeline burst near Aminabad. Entire area flooded with waste water.,critical,3
Indira Nagar mein paani ka pressure thoda kam hai. Chal raha hai abhi.,low,0
Kanpur Road ke paas sadak mein gaddha ho gaya. Gaadiyaan slow ho rahi hain,medium,1
"Raw sewage on road near near the main market since yesterday. Children falling sick. Pehle bhi complaint ki thi, koi action nahi.",high,2
Again reporting: Boundary wall near Aminabad leaning slightly. Could be unsafe in rain.,medium,1
Alambagh ke paas paani mein zeher milne ki khabar. Log beemar pad rahe hain.,critical,3
A pothole has developed near Telibagh. Vehicles are slowing down and swerving. Please look into this.,medium,1
Civil Lines ke paas paani mein zeher milne ki khabar. Log beemar pad rahe hain. Please look into this.,critical,3
Mild smell from drain near Kanpur Road. Not a major issue yet.,low,0
A pothole has developed near Kanpur Road. Vehicles are slowing down and swerving,medium,1
Live wire on ground near Nishatganj. One person already got shock. Emergency. This has been reported before with no action.,critical,3
Sector 14 ke paas building ki diwar mein dararein badh rahi hain.,medium,1
Again reporting: Water pressure slightly low near Vibhuti Khand. Not a big issue.,low,0
Again reporting: Flood water 4 feet high near Chinhat. Elderly and children trapped. Help needed now. Residents are very concerned.,critical,3
"High voltage pole fallen on road near Gomti Nagar. Multiple people injured. Pehle bhi complaint ki thi, koi action nahi.",critical,3
Chowk ke paas nali jam gayi. Badboo aa rahi,medium,1
Building collapsed near Gomti Nagar. People trapped under debris. URGENT.,critical,3
Paint peeling from bridge wall near Rajajipuram. Structural check needed.,low,0
Drain clogged near Aminabad. Sewage smell affecting nearby residents. This has been reported before with no action.,medium,1
Water contamination reported near Jankipuram. People falling ill after drinking.,high,2
Waterlogging near Jankipuram for a week. Road is difficult to cross on foot.,medium,1
Water supply disrupted near Hazratganj since yesterday. Residents managing with stored water.,medium,1
FAIZABAD ROAD MEIN PAANI GHAR MEIN GHUS RAHA HAI. KAFI FAMILIES AFFECTED HAIN.,high,2
Aliganj mein paani ghar mein ghus raha hai. Kafi families affected hain.,high,2
There is a small crack on the road near Chinhat. Not affecting traffic yet.,low,0
near the main market ke paas paani ki pipe phut gayi. Sadak par paani bhar gaya.,high,2
Electricity pole tilting dangerously near Nishatganj. Could,high,2
Road completely collapsed near Hazratganj. Sinkhole formed. Area cordoned off,critical,3
Live wire on ground near Alambagh. One person already got shock. Emergency.,critical,3
Cracks developing on road overpass near Jankipuram. Needs inspection.,medium,1
Large dangerous pothole near Aliganj has caused 2 accidents this week.,high,2
Aminabad ke paas diwar gir gayi. Rasta block ho gaya hai. Residents are very concerned.,high,2
Major sewage overflow near Mahanagar. Cholera risk. Immediate action needed,critical,3
AMINABAD MEIN BIJLI KA POLE GIR GAYA. KAI LOG ZAKHMI. AMBULANCE BHEJO.,critical,3
Sector 14 ke paas sadak mein gaddha ho gaya. Gaadiyaan slow ho rahi hain.,medium,1
Alambagh ke paas nali jam gayi. Badboo aa rahi hai. Log pareshan hain.,medium,1
Major road collapse near Jankipuram. Multiple vehicles stuck. Emergency. This has been reported before with no action.,critical,3
Again reporting: Vibhuti Khand ke paas ek light thodi weak ho gayi hai. Kaam chal raha hai,low,0
Kanpur Road ke paas paani mein zeher milne ki khabar. Log beemar pad rahe hain.,critical,3
Minor road damage near Chowk. Vehicles passing without issue. Daily inconvenience for everyone.,low,0
Sultanpur Road ke paas kachra thoda zyada ho gaya. Saaf karna chahiye,low,0
There is a small crack on the road near behind the bus stand. Not affecting traffic yet.,low,0
Civil Lines ke paas sadak mein gaddha ho gaya. Gaadiyaan slow ho rahi hain.,medium,1
Chowk mein paani ghar mein ghus raha hai. Kafi families affected hain.,high,2
Chinhat mein paani since yesterday se nahi aa raha. Log tank se kaam chala rahe hain.,medium,1
Small crack visible on boundary wall near Jankipuram. No immediate danger.,low,0
Jankipuram ke paas bijli ka khamba jhuk gaya hai. Bahut khatarnak hai. No response to previous complaints.,high,2
A pothole has developed near near the main market. Vehicles are slowing down and swerving,medium,1
Live wire on ground near Thakurganj. One person already got shock. Emergency.,critical,3
Drainage blocked near Indira Nagar. Water standing on road after every rain.,medium,1
Water contamination reported near Telibagh. People falling ill after drinking.,high,2
Vibhuti Khand mein paani since yesterday se nahi aa raha. Log tank se kaam chala rahe hain. No response to previous complaints.,medium,1
Road has partially collapsed near behind the bus stand. Heavy vehicles cannot pass.,high,2
Cracks developing on road overpass near Chowk. Needs,medium,1
Vibhuti Khand mein for a week se bijli nahi hai raat ko. Log pareshan hain.,medium,1
Water pressure slightly low near Hazratganj. Not a big issue. Kindly take action,low,0
Aliganj mein for a week se paani bhara hua hai. Logon ko dikkat ho rahi hai. Kindly take action.,medium,1
NISHATGANJ KE PAAS PAANI MEIN ZEHER MILNE KI KHABAR. LOG BEEMAR PAD RAHE HAIN.,critical,3
Drainage blocked near Indira Nagar. Water standing on road after every rain.,medium,1
Alambagh ke paas bijli ka khamba jhuk gaya hai. Bahut khatarnak hai.,high,2
Floodwater near Sector 14 blocking main road for a week. Vehicles stranded.,high,2
Street light near Chinhat is flickering. Still partially working.,low,0
Street lights on near the main market road have been off since morning. Night travel unsafe.,medium,1
Again reporting: Minor waterlogging near Faizabad Road after rain. Clears within an hour.,low,0
Flash flood near Hazratganj. Entire street submerged. People stranded on rooftops. This has been reported before with no action.,critical,3
Alambagh mein paani since yesterday se nahi aa raha. Log tank se kaam chala rahe hain. Please look into this,medium,1
Sadak par ek chota sa gaddha hai Faizabad Road ke paas. Abhi koi accident nahi hua.,low,0
Building collapsed near Telibagh. People trapped under debris. URGENT. Kindly take action.,critical,3
near the main market mein paani ka pressure thoda kam hai. Chal raha hai abhi.,low,0
Major road collapse near Sultanpur Road. Multiple vehicles stuck. Emergency.,critical,3
LIVE WIRE ON GROUND NEAR ALAMBAGH. ONE PERSON ALREADY GOT SHOCK. EMERGENCY.,critical,3
Water pressure slightly low near Thakurganj. Not a big issue.,low,0
One streetlight out near Nishatganj. Area still lit by other lights.,low,0
Dustbin near Civil Lines slightly overflowing. Needs cleaning.,low,0
Street lights on Nishatganj road have been off since last night. Night travel unsafe.,medium,1
Water supply to entire sector cut near Aminabad since morning. Hospital affected,critical,3
Alambagh ke paas sadak mein gaddha ho gaya. Gaadiyaan slow ho rahi hain.,medium,1
MAJOR SEWAGE OVERFLOW NEAR KANPUR ROAD. CHOLERA RISK. IMMEDIATE ACTION NEEDED. PLEASE LOOK INTO THIS.,critical,3
Power outage near Faizabad Road since morning. Residents and shops affected.,medium,1
Floodwater near behind the bus stand blocking main road for 2 days. Vehicles stranded.,high,2
AGAIN REPORTING: FLOOD WATER 4 FEET HIGH NEAR SECTOR 14. ELDERLY AND CHILDREN TRAPPED. HELP NEEDED NOW.,critical,3
Rajajipuram mein for 2 days se bijli nahi hai raat ko. Log pareshan hain.,medium,1
Waterlogging near Hazratganj since morning. Road is difficult to cross on foot. Daily inconvenience for everyone.,medium,1
SCHOOL ROOF COLLAPSED NEAR SECTOR 14. STUDENTS WERE INSIDE. RESCUE NEEDED.,critical,3
Small puddle near Aminabad. No major inconvenience. Jaldi kuch karo please.,low,0
There is a small crack on the road near Alambagh. Not affecting traffic yet. No response to previous complaints.,low,0
Aliganj mein since last night se bijli nahi hai raat ko. Log pareshan hain.,medium,1
Chinhat ke paas thoda paani bhara baarish ke baad. Jald saaf ho jaata hai.,low,0
Sewage pipeline burst near Aminabad. Entire area flooded with waste water.,critical,3
Paint peeling from bridge wall near near the main market. Structural check needed.,low,0
Sewage pipeline burst near Indira Nagar. Entire area flooded with waste water. Kindly take action.,critical,3
Faizabad Road mein paani ka pressure thoda kam hai.,low,0
Boundary wall near Sultanpur Road leaning slightly. Could be unsafe in,medium,1
Flash flood near Aliganj. Entire street submerged. People stranded on rooftops. This has been reported before with no action.,critical,3
Again reporting: Main water pipe burst near near the main market. Road flooded. Supply cut to 200 homes.,high,2
"Drain clogged near Chowk. Sewage smell affecting nearby residents. Pehle bhi complaint ki thi, koi action nahi.",medium,1
Minor waterlogging near Rajajipuram after rain. Clears within an hour.,low,0
Indira Nagar mein bijli ka pole gir gaya. Kai log zakhmi. Ambulance bhejo.,critical,3
Sector 14 ke paas building ki diwar mein dararein badh rahi hain.,medium,1
Minor pipe leak near Thakurganj. Small,low,0
Telibagh ke paas thoda paani bhara baarish ke baad. Jald saaf ho jaata hai.,low,0
Nishatganj mein bijli ka pole gir gaya. Kai,critical,3
Aminabad ke paas ek light thodi weak ho gayi hai. Kaam chal,low,0
Telibagh mein badi baadhh aayi. Log chhat par hain. Rescue ki zaroorat hai.,critical,3
Floodwater near Rajajipuram blocking main road since yesterday. Vehicles stranded.,high,2
Road completely collapsed near Sultanpur Road. Sinkhole formed. Area cordoned off. This has been reported before with no action.,critical,3
There is a small crack on the road near,low,0
Minor waterlogging near Nishatganj after rain. Clears within an hour.,low,0
Mahanagar mein paani ka pressure thoda kam hai. Chal raha hai abhi.,low,0
FLOODWATER NEAR FAIZABAD ROAD BLOCKING MAIN ROAD FOR 2 DAYS. VEHICLES STRANDED.,high,2
Alambagh mein since last night se bijli nahi hai raat ko. Log pareshan hain.,medium,1
Large dangerous pothole near Jankipuram has caused 2 accidents this week.,high,2
Hazratganj mein badi baadhh aayi. Log chhat par hain.,critical,3
Chowk ke paas paani mein zeher milne ki khabar. Log beemar pad rahe hain. This has been reported before with no action.,critical,3
Road damage near Mahanagar is getting worse. Two-wheelers at risk at night.,medium,1
Alambagh ke paas building ki diwar mein dararein badh rahi hain. Daily inconvenience for everyone.,medium,1
Sadak par ek chota sa gaddha hai Telibagh ke paas. Abhi koi accident nahi hua. This has been reported before with no action.,low,0
"Again reporting: Thakurganj ke paas paani ki pipe phut gayi. Sadak par paani bhar gaya. Pehle bhi complaint ki thi, koi action nahi.",high,2
Water contamination reported near Aminabad. People falling ill after drinking. This has,high,2
NISHATGANJ KE PAAS BADA GADDHA HAI. IS HAFTE 2 ACCIDENT HO CHUKE HAIN.,high,2
Sector 14 ke paas imarat gir gayi. Log malaabe mein phanse hain. MADAD CHAHIYE.,critical,3
Sultanpur Road mein paani since morning se nahi aa raha. Log tank se kaam chala,medium,1
CHINHAT KE PAAS DIWAR GIR GAYI. RASTA BLOCK HO GAYA HAI.,high,2
Road completely collapsed near Aminabad. Sinkhole formed. Area cordoned off,critical,3
A pothole has developed near Jankipuram. Vehicles are slowing down and swerving.,medium,1
Sector 14 mein paani for a week se nahi aa raha. Log tank se kaam chala rahe hain.,medium,1
Mild smell from drain near Sultanpur Road. Not a major issue yet.,low,0
Sewage overflowing into residential area near Sector 14. Health risk.,high,2
Flash flood near Telibagh. Entire street submerged. People stranded on rooftops.,critical,3
Drainage blocked near Telibagh. Water standing on road after every rain.,medium,1
Power outage near behind the bus stand for a week. Residents and shops affected.,medium,1
Large section of wall collapsed near Nishatganj. Road partially blocked. Daily inconvenience for everyone.,high,2
There is a small crack on the road near Gomti Nagar. Not affecting traffic yet.,low,0
Paint peeling from bridge wall near Indira Nagar. Structural check needed.,low,0
CONTAMINATED WATER CAUSING MASS ILLNESS NEAR KANPUR ROAD. 20+ HOSPITALISED.,critical,3
SECTOR 14 KE PAAS DIWAR GIR GAYI. RASTA BLOCK HO GAYA HAI.,high,2
Waterlogging near Alambagh since yesterday. Road is difficult to cross on foot.,medium,1
"Paint peeling from bridge wall near Sector 14. Structural check needed. Pehle bhi complaint ki thi, koi action nahi.",low,0
Street light near Alambagh is flickering. Still partially working,low,0
High voltage pole fallen on road near Mahanagar. Multiple people injured.,critical,3
Nishatganj ke paas kachra thoda zyada ho gaya. Saaf karna chahiye.,low,0
Exposed live wires hanging near Chinhat footpath after storm. Very,high,2
Boundary wall near Chowk leaning slightly. Could be unsafe in rain.,medium,1
RAW SEWAGE ON ROAD NEAR NEAR THE MAIN MARKET SINCE MORNING. CHILDREN FALLING SICK. KINDLY TAKE ACTION.,high,2
Chowk mein bijli ka pole gir gaya. Kai,critical,3
RAW SEWAGE ON ROAD NEAR ALIGANJ FOR 2 DAYS. CHILDREN FALLING SICK.,high,2
Faizabad Road ke paas paani ki pipe phut gayi. Sadak par paani bhar gaya,high,2
Faizabad Road ke paas bijli ka khamba jhuk gaya hai. Bahut khatarnak hai. This,high,2
Waterlogging near Rajajipuram since morning. Road is difficult to cross on foot.,medium,1
Main water pipe burst near Civil Lines. Road flooded,high,2
"Sector 14 ke paas bada gaddha hai. Is hafte 2 accident ho chuke hain. Pehle bhi complaint ki thi, koi action nahi.",high,2
Drainage blocked near Sultanpur Road. Water standing on road after every rain.,medium,1
Cracks developing on road overpass near Rajajipuram. Needs inspection.,medium,1
Severe waterlogging near Indira Nagar. Water entering ground,high,2
Civil Lines mein badi baadhh aayi. Log chhat par hain. Rescue ki zaroorat hai,critical,3
Contaminated water causing mass illness near Hazratganj. 20+ hospitalised.,critical,3
Drain clogged near Faizabad Road. Sewage smell affecting nearby residents.,medium,1
Garbage not collected from Indira Nagar since yesterday. Smell and flies increasing.,medium,1
There is a small crack on the road near Vibhuti Khand. Not affecting traffic yet.,low,0
